question,references,corpus_id
What is the significance of PEG-lipids on the surface of LNPs?,"[{""content"": ""percentages of cbda and cbd. experiments of the 1.4l mill type operated for 20 seconds at 2,000 rpm, which showed the lowest percentages of cannabinoids across all mill types and conditions tested. addition"", ""start_index"": 3813, ""end_index"": 4109}]",39
What is the observed molecular orientation of DMG-PEG2k in LNPs?,"[{""content"": ""environmental sustainability. the research contributes important insights into this decision-making process, underlining that the choice of milling parameters and container types significantly impacts the analytical results, operational efficiency, and environmental footprint. conclusi"", ""start_index"": 1648, ""end_index"": 2011}]",39
What is the role of helper lipids such as DSPC and DOPE in LNPs?,"[{""content"": ""ne glycol)ylated (peg) lipid. ionisable lipids interact electrostatically with the negatively charged mrna facilitating its encapsulation within the lnp. these also enable endosomal escape by appropriate pka choice. helper li"", ""start_index"": 3374, ""end_index"": 3578}]",39
How does Cryo-OrbiSIMS depth profiling provide information about LNPs?,"[{""content"": ""integrity and stability of lnps. cholesterol is incorporated into lnps to modulate their fluidity and rigidity, enhancing particle stability and membrane fusion capabilities and also helps maintain the structural integrity of lnps, allow"", ""start_index"": 5568, ""end_index"": 5908}]",39
What is the specific capacity of the HAT-DAB COF at a current density of 0.02 A/g?,"[{""content"": ""mrna into target cells. the inclusion of peg-lipids on the lnp surface contributes to both formulation stability, and the \u2018stealth\u2019 properties of the nanoparticles, with longer fatty acids allowing them to circulate in the bloodstream longer and increasing the chances of reaching their target cells whilst shorter"", ""start_index"": 8797, ""end_index"": 8959}]",40
What is the energy density achieved by the HAT-DAB COF?,"[{""content"": ""cargo defining the core. a preferential lipid orientation can be determined for the 1,2-dimyristoyl-glycero-3-methoxypolyethylene glycol 2000 (dmg-peg2k) molecule, by comparing the profiles of peg to dmg fragments. peg fragments are found immediately during analysis of the lnp surface, while the dmg fragments are deeper, coincident with rna ions located in the core, in agreement"", ""start_index"": 9607, ""end_index"": 9746}]",40
What is the Coulombic efficiency of the HAT-DAB COF after several hundred cycles?,"[{""content"": ""pe by appropriate pka choice. helper lipids, such as the phospholipids distearoylphosphatidylcholine (dspc) and dioleoylphosphatidylethanolamine (dope), contribute to the structural integrity and stability of lnps. cholester"", ""start_index"": 9190, ""end_index"": 9320}]",40
What is the BET surface area of the HAT-DAB COF?,"[{""content"": ""spectrometry (cryo-orbisims). we find this laboratory-based direct analysis method can identify the molecular structure of the lnp surface, revealing the relative depths of lipid and rna components. furthermore, the orientation of certain molecules can even be discerned where fragments resulting from different portions of the molecule are detected. this info"", ""start_index"": 13530, ""end_index"": 13666}]",40
What is the thermal stability of the HAT-DAB COF as determined by TGA?,"[{""content"": ""acidic and basic conditions. as a cathode material, our cof, hat-dab shows the highest specific capacity of 265 mah/g at 0.02 a/g current density for the lib applications. interesti"", ""start_index"": 14081, ""end_index"": 14223}]",40
What are the characteristic Raman spectrum bands observed for the HAT-DAB COF?,"[{""content"": ""de (rgo).\\textsuperscript26 notably, this material achieved a remarkably high energy density of 607 wh/kg, surpassing other reported cof materials.\\textsuper"", ""start_index"": 14245, ""end_index"": 14411}]",40
What is the plausible mechanism for lithiation/de-lithiation in the HAT-DAB COF?,"[{""content"": ""ities owing to cof structure. the hat-dab cof as a novel and pristine material demonstrates ~98% coulombic efficiency even after 200 cycles. the sligh"", ""start_index"": 17843, ""end_index"": 18184}]",40
What method was used to fabricate the zirconia nanotubes (ZrNT) decorated with silver nanoparticles?,"[{""content"": ""bons of the cof framework (figure 1e). the nitrogen adsorption was measured for the cof at 77 k. a bet surface area of 329.6 m2/g was obtained for the cof"", ""start_index"": 1292, ""end_index"": 1431}]",41
What role do silver nanoparticles play in the antibacterial activity of the zirconia nanotubes?,"[{""content"": ""ly decomposed when compared to the cof. the hat-dab cof undergoes a decomposition of ~53 % at 800 \u00b0c, which is impressive and higher than some other related cofs"", ""start_index"": 1683, ""end_index"": 1835}]",41
What analytical techniques were used to characterize the structural morphology and chemical composition of the modified ZrNTs?,"[{""content"": ""elated cofs (figure s9).32-33 the raman spectrum show characteristic d and g bands at 1365 cm-1 and 1522 cm-1 respectively which is in accordance with the similar kind of cofs. the d ban"", ""start_index"": 1409, ""end_index"": 1569}]",41
How was the release behavior of silver and zirconium ions monitored?,"[{""content"": ""l energy density of the cell. in figure 3c, plausible mechanism for li+ ion insertion/desertion and possible sites have been shown. based on previously reported literature, up to 6 li+ ions can initially insert into the available sites, followed by an additional six li+ ions, totalling 12 li+ ion insertion sites throughout the hat-dab cof structure. this high"", ""start_index"": 1606, ""end_index"": 1702}]",41
What is the observed antibacterial activity improvement factor against S. aureus for the modified ZrNT compared to unmodified ZrNT?,"[{""content"": ""er nanoparticles (agnp/ag2o). this was done by electrochemical anodization of zr-ag alloy at a constant voltage in a fluoride-containing electrolyte. the modif"", ""start_index"": 1813, ""end_index"": 2005}]",41
What is the average weight percentage of silver in the composite material as determined by EDS?,"[{""content"": ""as also monitored via icp-ms. zrnt decorated with agnp/ag2o exhibited strong antimicrobial activity (> 99 % bacterial killing) against both s. aureus and e. coli. antimicro"", ""start_index"": 18862, ""end_index"": 19038}]",41
What is the predicted band gap of the Fddd phase of K₃C₆O₆?,"[{""content"": ""oride-containing electrolyte. the modified zrnts were characterized using sem, eds, tof \u2013 sims, and xps to determine their structural morphology and chemical composition, and were"", ""start_index"": 9880, ""end_index"": 9985}]",42
What type of bonding interaction is responsible for the face-to-face stacking of rhodizonates in K₂C₆O₆?,"[{""content"": ""ted to antibacterial testing. the silver and zirconium ion release behavior was also monitored via icp-ms. zrnt deco"", ""start_index"": 19036, ""end_index"": 19158}]",42
What is the significance of the π-band superconductivity prediction for K₃C₆O₆?,"[{""content"": ""and e. coli. antimicrobial tests indicated that the antibacterial activity against the gram-positive pathogen s. aureus could be improved by a factor of 100 compared to unmodified zrnt while the unmodified zrnt"", ""start_index"": 1188, ""end_index"": 1493}]",42
What is the predicted charge of the rhodizonate anions in the C2/m phase of KₓC₆O₆?,"[{""content"": ""areas of a composite sample. the average weight percentage of ag was 1.5 \u00b1 0.8 and this value agrees quite favorably with the actual weight percentage of ag in the original zr\u2013ag alloy. xps analy"", ""start_index"": 10271, ""end_index"": 10413}]",42
What are the main mechanical properties of biological materials that make them competitive with synthetic materials?,"[{""content"": ""bonding contribution in this material. our calculations reveal that this phase is a semiconductor with a band gap of 1.2 ev"", ""start_index"": 5005, ""end_index"": 5255}]",43
What is the role of induced pluripotent stem cells (iPSCs) in the production of material-producing organoids?,"[{""content"": ""gure 4](image) **figure 4.** intermolecular multi-center bonding explains the face-to-face stacking of triply charged rhodizonates. figure de"", ""start_index"": 945, ""end_index"": 1136}]",43
What are the challenges associated with scaling up the production of material-producing organoids?,"[{""content"": ""n with large ionic repulsion. this fascinating interplay of interactions facilitates an exceptionally high density of states at the fermi level and leads us to predictions of extreme metallicity, a negative temperature coefficient of resistivity, and rare \u03c0-band superconductivity at ambient conditions of pressure. these pre"", ""start_index"": 1117, ""end_index"": 1274}]",43
